symbol,price,day_change_pct,avg_entry_return,median_entry_return,best_entry_return,worst_entry_return,pct_profitable_entries,entry_days,roll3m_avg,roll3m_median,roll3m_best,roll3m_worst,roll3m_pos_pct,roll3m_windows,high_52w,low_52w,as_of
THEINVEST,94.73,-2.06,-5.28,-4.25,3.93,-24.82,9.6,125,-1.06,-0.71,23.21,-17.42,48.8,82.0,137.8,89.0,2026-07-31
CDSL,1336.4,-1.01,5.19,4.27,20.47,-6.64,74.6,126,0.08,-0.54,20.99,-17.93,47.0,83.0,1439.96,1106.21,2026-07-31
SAILIFE,1315.2,-0.05,23.72,22.42,62.37,-0.05,99.2,126,21.43,21.67,35.19,-3.12,97.6,83.0,1320.7,783.85,2026-07-31
HATSUN,879.55,-0.68,-3.97,-3.78,3.09,-12.3,5.6,125,0.71,1.17,13.35,-12.39,61.0,82.0,1013.02,846.17,2026-07-31
SHALBY,161.04,-0.97,0.21,-1.82,27.0,-10.32,40.5,126,5.97,4.28,38.58,-27.46,65.1,83.0,182.7,125.82,2026-07-31
OCCLLTD,158.12,4.86,53.14,61.02,103.29,2.91,100.0,125,27.51,30.68,72.82,-13.33,87.8,82.0,159.81,75.71,2026-07-31
IRISDOREME,49.63,0.57,39.04,38.71,78.33,0.57,100.0,125,19.44,16.91,42.45,-14.69,89.0,82.0,53.0,26.35,2026-07-31
SYRMA,1377.8,2.56,38.97,39.87,90.59,-5.1,88.9,126,45.4,40.5,80.61,7.71,100.0,83.0,1517.7,660.95,2026-07-31
RPSGVENT,924.25,-1.68,13.21,5.64,65.09,-17.22,75.4,126,23.54,29.71,56.53,-22.16,81.9,83.0,1179.0,551.9,2026-07-31
TRITURBINE,607.5,-1.36,9.35,5.9,39.57,-18.07,59.5,126,27.15,30.95,69.4,-14.8,90.4,83.0,787.6,428.35,2026-07-31
CONTROLPR,570.95,-2.83,-9.04,-9.71,9.88,-19.01,3.2,125,-0.53,-1.59,24.09,-14.11,39.0,82.0,721.19,512.2,2026-07-31
FDC,407.45,-1.65,7.91,8.9,26.89,-6.17,77.6,125,7.91,6.79,32.0,-17.37,69.5,82.0,442.0,312.95,2026-07-31
MVGJL,167.23,-3.8,5.38,6.79,26.72,-12.55,72.0,125,-2.15,-1.11,10.3,-16.77,41.5,82.0,197.7,129.1,2026-07-31
SATIA,61.78,1.8,1.78,1.8,20.76,-17.02,54.4,125,-3.62,-6.28,20.37,-20.86,25.6,82.0,75.39,50.8,2026-07-31
YATHARTH,826.05,-0.82,10.02,2.77,49.3,-4.56,67.5,126,21.94,22.0,48.09,-3.43,97.6,83.0,889.9,546.0,2026-07-31
MARICO,885.35,1.22,11.8,10.38,23.12,0.7,100.0,126,7.46,8.18,15.08,-3.41,91.6,83.0,889.1,705.08,2026-07-31
NRAIL,461.55,-1.5,3.09,2.91,18.67,-9.31,70.6,126,3.75,4.42,21.56,-13.1,73.5,83.0,534.4,385.0,2026-07-31
CSLFINANCE,212.13,0.54,-10.1,-8.87,0.54,-23.98,1.6,125,-10.31,-9.92,4.3,-22.42,3.7,82.0,284.95,209.7,2026-07-31
BIRLAMONEY,131.25,-0.42,-1.05,-3.24,35.69,-16.83,32.0,125,10.34,7.08,46.45,-20.56,76.8,82.0,163.49,95.0,2026-07-31
ALEMBICLTD,89.63,-0.72,1.0,-0.34,26.42,-10.47,47.6,126,0.85,-1.72,29.17,-20.87,41.0,83.0,100.87,70.46,2026-07-31
LLOYDSME,2015.1,-1.76,33.61,18.34,83.6,-1.76,99.2,126,36.07,38.94,63.68,7.52,100.0,83.0,2066.0,1042.28,2026-07-31
TEJASNET,507.1,-2.48,12.44,9.82,59.97,-19.81,65.9,126,29.96,28.03,58.58,-5.95,95.2,83.0,644.75,298.0,2026-07-31
MUNJALSHOW,136.16,-0.72,5.76,5.46,23.27,-4.43,88.9,126,6.58,6.74,15.93,-3.71,89.2,83.0,145.0,110.3,2026-07-31
OMINFRAL,88.01,-2.11,0.25,-0.08,15.48,-11.7,49.2,126,3.76,2.44,26.77,-8.71,61.4,83.0,102.41,73.12,2026-07-31
BIGBLOC,45.41,-1.09,-10.41,-9.83,18.56,-24.14,1.6,126,-5.54,-3.23,29.4,-33.15,32.5,83.0,61.99,38.0,2026-07-31
OSWALGREEN,21.35,6.06,-14.31,-14.63,6.91,-29.89,4.8,126,-8.57,-6.96,14.07,-28.13,21.7,83.0,31.5,19.76,2026-07-31
BHAGCHEM,269.1,0.77,14.8,10.06,57.03,-10.62,80.0,125,23.32,22.22,69.74,-5.65,87.8,82.0,306.73,170.5,2026-07-31
ACCELYA,1142.5,-1.91,-1.21,-0.58,11.51,-14.23,45.2,126,-5.33,-5.14,7.4,-12.92,3.6,83.0,1353.76,1012.4,2026-07-31
MBAPL,165.85,1.13,58.41,56.43,105.54,1.13,100.0,126,25.16,24.06,57.85,5.19,100.0,83.0,167.95,78.73,2026-07-31
TEMBO,565.8,1.05,1.74,1.33,21.07,-10.88,56.8,125,5.47,7.27,22.53,-20.01,74.4,82.0,656.2,433.35,2026-07-31
LMW,16242.0,-1.31,8.78,7.19,35.68,-2.65,94.4,125,7.23,7.12,33.14,-13.08,67.1,82.0,17699.0,11893.88,2026-07-31
AXISBANK,1228.9,-0.53,-5.56,-6.45,5.9,-12.34,12.7,126,0.43,-2.45,16.83,-10.63,39.8,83.0,1417.21,1149.41,2026-07-31
LICHSGFIN,540.9,-2.27,1.15,0.1,17.41,-7.75,50.8,126,5.5,5.99,19.06,-5.01,84.3,83.0,598.2,458.9,2026-07-31
AGARWALEYE,482.2,-1.35,6.2,6.78,18.61,-3.14,88.8,125,3.8,4.31,18.28,-17.31,73.2,82.0,505.0,401.0,2026-07-31
STEELCAS,318.05,4.14,20.4,12.16,72.98,-0.56,99.2,125,26.02,25.51,64.29,-2.92,98.8,82.0,343.4,175.37,2026-07-31
POWERGRID,285.7,1.01,-3.04,-3.07,12.63,-10.97,18.3,126,2.95,-2.31,27.68,-11.71,36.1,83.0,324.95,247.22,2026-07-31
DRREDDY,1144.8,0.22,-9.59,-9.82,0.81,-16.26,1.6,126,1.75,1.83,13.25,-15.64,65.1,83.0,1405.98,1101.0,2026-07-31
AARTIPHARM,674.3,-1.27,-2.36,-3.37,13.91,-16.35,27.8,126,-1.95,-2.45,14.88,-12.92,36.1,83.0,814.0,585.0,2026-07-31
UPL,602.55,-1.08,-4.42,-3.46,7.67,-20.48,21.4,126,-7.01,-6.2,5.2,-24.51,20.5,83.0,764.5,557.75,2026-07-31
MEDPLUS,714.75,-0.87,-15.29,-15.86,3.3,-25.07,1.6,125,1.16,3.03,16.54,-22.31,68.3,82.0,1022.2,653.0,2026-07-31
BATAINDIA,691.05,0.24,-2.65,-0.11,15.23,-23.79,49.2,126,-8.84,-11.52,21.91,-30.37,20.5,83.0,946.23,597.22,2026-07-31
FAIRCHEMOR,813.35,-1.99,36.0,34.53,88.11,-3.95,98.4,125,10.59,6.3,55.34,-33.08,62.2,82.0,846.8,427.44,2026-07-31
SOLARWORLD,189.33,-3.47,-1.92,-5.06,32.82,-19.4,35.7,126,0.86,3.38,28.58,-38.94,55.4,83.0,273.6,139.19,2026-07-31
WEL,117.75,1.26,9.19,13.6,51.56,-20.93,67.5,126,-18.13,-27.42,33.03,-50.52,26.5,83.0,154.3,75.01,2026-07-31
GRSE,2586.2,-1.52,0.25,-0.94,31.09,-16.41,44.4,126,10.88,9.74,38.19,-14.53,83.1,83.0,3339.0,1963.7,2026-07-31
GODREJCP,1072.1,-0.41,0.11,1.09,9.41,-13.05,57.9,126,-6.45,-6.92,10.39,-19.13,22.9,83.0,1234.26,962.27,2026-07-31
JSWINFRA,319.05,0.79,15.1,17.53,36.58,-9.15,81.7,126,12.92,8.85,38.03,-15.7,92.8,83.0,355.8,232.72,2026-07-31
UDS,196.25,-1.98,18.23,19.88,53.96,-5.71,92.8,125,15.6,19.22,47.44,-22.09,85.4,82.0,212.0,125.1,2026-07-31
QUICKHEAL,158.83,-0.73,-6.44,-7.05,26.53,-26.28,23.8,126,3.07,7.73,38.86,-46.45,57.8,83.0,243.25,125.0,2026-07-31
BALAJITELE,82.23,-2.22,-10.33,-9.78,15.64,-33.27,4.8,126,0.23,-5.07,36.45,-19.66,42.2,83.0,131.0,69.52,2026-07-31
TATAINVEST,678.65,0.43,3.47,2.33,26.06,-6.87,71.4,126,5.85,6.29,23.85,-15.16,73.5,83.0,758.34,536.09,2026-07-31
REPCOHOME,387.05,-1.95,-0.92,-1.35,14.99,-10.68,35.7,126,2.46,1.28,20.78,-12.76,65.1,83.0,439.9,333.6,2026-07-31
NYKAA,333.75,1.91,22.82,24.75,42.17,1.11,100.0,126,12.18,11.29,32.28,-7.85,84.3,83.0,335.0,232.05,2026-07-31
KABRAEXTRU,365.2,-6.39,49.22,51.84,99.56,-9.78,96.8,125,15.46,14.06,64.17,-16.02,67.1,82.0,408.0,182.05,2026-07-31
JYOTHYLAB,202.8,-1.64,-6.55,-3.48,7.23,-23.11,38.9,126,-9.28,-10.22,11.29,-26.5,19.3,83.0,272.95,188.1,2026-07-31
TATATECH,751.35,1.21,19.65,21.22,49.82,-2.14,89.7,126,16.95,25.46,47.14,-17.87,69.9,83.0,777.0,499.73,2026-07-31
BANKBARODA,241.65,-0.7,-9.46,-9.28,1.02,-23.11,2.4,126,-6.22,-8.07,13.74,-16.6,19.3,83.0,315.3,233.45,2026-07-31
MAFATIND,132.09,-1.07,-0.78,-1.07,6.63,-11.12,42.0,69,-2.3,-1.79,-1.24,-5.05,0.0,6.0,156.29,122.91,2026-07-31
TARC,133.97,-0.14,1.32,2.75,20.06,-17.89,63.2,125,-8.76,-9.78,13.32,-35.68,24.4,82.0,165.76,109.1,2026-07-31
HCG,669.65,-0.76,11.7,11.53,28.35,-2.43,94.4,126,8.02,12.26,24.64,-19.21,75.9,83.0,688.2,513.3,2026-07-31
KAPSTON,464.0,0.6,35.38,34.94,76.87,-0.1,99.2,126,10.22,18.89,46.1,-21.36,53.0,83.0,469.0,254.0,2026-07-31
VSSL,300.1,-1.98,13.98,11.23,44.0,-2.82,96.8,125,10.35,10.13,34.12,-18.94,85.4,82.0,325.85,206.4,2026-07-31
HMAAGRO,21.0,-4.33,-11.92,-11.88,-1.04,-30.28,0.0,125,-9.17,-8.55,1.53,-21.32,2.4,82.0,30.98,20.88,2026-07-31
SWANDEF,2435.0,4.32,24.03,26.7,53.67,0.18,100.0,125,11.49,6.51,44.18,-17.4,84.1,82.0,2489.0,1505.4,2026-07-31
SUMICHEM,508.4,1.34,16.0,16.45,39.83,-5.97,89.7,126,13.87,15.52,31.05,-17.67,90.4,83.0,551.9,361.73,2026-07-31
PROSTARM,122.01,-1.8,-13.85,-13.48,5.72,-30.05,3.2,126,-2.9,-2.0,18.49,-28.66,48.2,83.0,187.0,114.64,2026-07-31
MOREPENLAB,56.42,-2.47,28.33,32.43,67.52,-9.99,85.7,126,24.76,20.29,75.53,-6.86,89.2,83.0,64.58,33.05,2026-07-31
ELITECON,15.74,-0.44,-41.14,-47.46,1.48,-65.48,1.4,70,-59.08,-59.17,-57.34,-60.81,0.0,9.0,46.4,15.3,2026-07-31
MOLDTKPAC,676.35,3.09,12.34,15.72,43.58,-7.02,63.5,126,19.74,22.31,52.57,-10.0,85.5,83.0,744.95,463.35,2026-07-31
HITECHGEAR,573.7,1.99,-6.37,-6.56,4.63,-19.06,12.0,125,-4.26,-6.18,26.32,-25.85,20.7,82.0,720.0,521.25,2026-07-31
GOPAL,264.2,-0.04,-6.71,-6.38,5.34,-20.7,12.7,126,-2.18,-2.18,11.66,-19.42,37.3,83.0,342.54,247.22,2026-07-31
ONWARDTEC,293.95,-1.31,13.58,14.1,43.81,-11.2,88.8,125,1.04,0.94,36.57,-28.49,53.7,82.0,335.94,202.55,2026-07-31
SUNPHARMA,2001.1,0.56,11.89,11.71,27.06,0.56,100.0,126,6.97,6.69,20.11,-4.21,84.3,83.0,2017.3,1569.37,2026-07-31
IFBAGRO,962.25,-2.66,6.06,5.01,40.82,-28.58,67.5,126,2.96,13.28,35.61,-50.2,73.5,83.0,1384.5,679.15,2026-07-31
HEG,659.25,-1.99,18.25,19.64,38.92,-1.99,97.6,126,3.84,2.95,25.57,-14.56,60.2,83.0,686.12,468.15,2026-07-31
AARTIIND,480.2,-1.09,5.69,3.35,35.29,-6.41,72.2,126,13.23,11.16,43.28,-5.38,94.0,83.0,523.1,349.3,2026-07-31
IPL,152.25,-0.31,-2.05,-3.09,21.45,-15.0,31.2,125,4.24,2.03,34.13,-20.06,65.9,82.0,194.0,125.0,2026-07-31
RAYMOND,582.2,-1.07,26.57,25.26,80.89,-7.84,75.4,126,36.01,34.83,81.26,-18.1,92.8,83.0,646.0,320.0,2026-07-31
STALLION,244.25,-0.04,57.78,51.89,139.86,-4.4,95.2,126,27.87,41.37,81.73,-52.35,68.7,83.0,260.8,99.32,2026-07-31
MGEL,15.55,-2.99,17.32,14.54,59.1,-7.93,69.8,126,25.68,19.54,66.23,-20.7,94.0,83.0,17.38,9.52,2026-07-31
MANINDS,529.4,-0.0,12.97,1.02,70.47,-11.97,57.1,126,37.01,33.04,82.71,-9.16,88.0,83.0,623.7,302.05,2026-07-31
SATIN,257.42,-0.4,37.85,39.3,84.04,-4.26,91.3,126,43.02,45.35,79.3,-1.71,97.6,83.0,274.14,136.0,2026-07-31
GOKULAGRO,225.15,0.87,12.82,6.94,43.88,-7.28,71.4,126,25.67,25.27,52.21,-9.9,91.6,83.0,249.92,153.51,2026-07-31
DCW,46.05,-2.15,-1.09,-2.06,22.83,-14.93,31.0,126,2.76,1.55,35.21,-27.3,56.6,83.0,55.69,37.11,2026-07-31
DODLA,1041.8,-1.75,-4.36,-4.61,7.75,-16.0,20.0,125,-2.06,-2.92,15.61,-16.91,39.0,82.0,1254.34,959.93,2026-07-31
VIVIANA,719.25,-1.15,-5.59,-8.98,19.59,-26.96,27.2,125,15.89,13.89,48.7,-22.38,76.8,82.0,1038.0,575.0,2026-07-31
FMGOETZE,473.7,-0.24,8.73,7.5,31.26,-3.34,85.6,125,6.91,6.96,31.2,-12.11,85.4,82.0,503.5,358.0,2026-07-31
PAGEIND,41085.0,2.02,13.78,10.37,36.58,-5.79,94.4,125,15.23,14.82,34.22,-1.9,97.6,82.0,43855.0,29688.29,2026-07-31
PFIZER,4801.3,0.97,3.43,3.58,10.77,-6.13,84.0,125,-3.03,-3.42,4.98,-11.24,25.6,82.0,5173.07,4290.49,2026-07-31
INDIACEM,399.4,0.3,1.07,1.45,16.17,-14.19,59.5,126,-4.0,-3.62,11.02,-21.31,30.1,83.0,475.0,342.35,2026-07-31
ISGEC,846.2,-0.83,-8.4,-7.48,17.88,-22.72,9.6,125,11.14,4.54,57.66,-22.76,75.6,82.0,1113.9,687.0,2026-07-31
KSHINTL,830.95,0.67,50.44,32.46,142.58,-8.22,75.4,126,77.81,76.4,134.13,23.39,100.0,83.0,930.0,333.6,2026-07-31
BUTTERFLY,722.3,-0.94,11.97,14.66,23.75,-7.42,88.1,126,8.98,8.28,26.3,-10.25,84.3,83.0,788.95,575.9,2026-07-31
MATRIMONY,437.25,-0.42,1.59,2.63,15.28,-22.07,74.4,125,-8.35,-4.4,5.19,-25.0,30.5,82.0,568.0,364.05,2026-07-31
SSWL,297.19,-0.2,37.24,38.29,74.38,-0.2,99.2,126,13.94,15.76,41.58,-11.06,71.1,83.0,304.2,169.0,2026-07-31
HMT,61.62,3.74,7.15,2.58,45.26,-13.65,60.0,125,15.6,13.15,49.89,-21.06,69.5,82.0,72.95,41.44,2026-07-31
MCX,2677.0,-1.49,-1.67,-3.72,17.25,-22.22,38.9,126,16.48,16.12,49.56,-9.91,88.0,83.0,3480.0,2125.5,2026-07-31
RACLGEAR,1245.2,-3.23,-3.19,-3.86,23.65,-23.62,23.2,125,7.62,5.97,36.78,-22.32,64.6,82.0,1690.23,984.03,2026-07-31
DECCANCE,549.8,-0.1,-11.86,-11.57,0.84,-27.15,2.4,125,-8.66,-11.35,9.79,-17.88,13.4,82.0,794.0,538.0,2026-07-31
VSTIND,219.4,-0.27,-5.53,-7.28,14.87,-14.38,24.6,126,9.28,10.51,30.2,-15.09,79.5,83.0,273.79,190.94,2026-07-31
BELRISE,232.79,1.01,12.55,9.42,45.41,-5.94,84.9,126,19.19,17.91,36.46,3.76,100.0,83.0,252.0,156.86,2026-07-31
MOTHERSON,146.72,0.49,13.26,12.5,39.87,-3.12,92.1,126,15.07,15.51,43.28,-10.85,85.5,83.0,154.98,102.64,2026-07-31
RBA,67.01,-0.09,1.29,2.52,17.03,-16.71,58.4,125,8.87,6.5,39.35,-9.4,81.7,82.0,81.9,57.15,2026-07-31
FLUOROCHEM,4395.0,-4.08,23.52,23.16,47.46,-4.6,94.4,126,14.43,12.53,41.0,-10.89,88.0,83.0,4653.2,2916.6,2026-07-31
OLECTRA,1327.0,-0.23,12.92,8.37,50.72,-13.71,75.4,126,23.58,20.04,55.2,-16.8,95.2,83.0,1556.0,866.6,2026-07-31
CHEVIOT,1127.6,-1.25,6.18,5.23,27.41,-15.19,84.1,126,10.02,9.45,31.67,-8.14,95.2,83.0,1341.14,878.76,2026-07-31
ASHAPURMIN,706.45,-0.18,15.95,9.46,53.74,-4.61,89.7,126,13.55,18.5,48.83,-45.58,73.5,83.0,788.0,455.1,2026-07-31
INDUSTOWER,392.9,1.75,-7.0,-7.25,2.96,-17.76,8.7,126,-5.46,-5.62,2.79,-12.71,6.0,83.0,481.5,375.05,2026-07-31
KANSAINER,199.05,-0.5,-0.27,-1.3,26.62,-13.99,40.0,125,4.55,6.8,35.38,-25.76,67.1,82.0,235.2,156.05,2026-07-31
ADVANCE,119.4,1.02,9.16,8.98,40.54,-14.76,81.6,125,-5.57,-7.22,28.25,-28.17,31.7,82.0,143.5,84.1,2026-07-31
RADICO,4366.6,-0.16,36.45,28.6,72.21,-0.16,99.2,126,27.03,27.04,55.9,-15.97,91.6,83.0,4494.4,2494.47,2026-07-31
THYROCARE,591.45,1.97,34.71,40.04,71.41,1.27,100.0,126,24.58,34.79,59.19,-19.15,77.1,83.0,617.45,338.15,2026-07-31
TVSSCS,135.65,-1.09,15.9,16.59,49.12,-4.24,86.4,125,16.79,17.15,47.81,-13.58,84.1,82.0,146.5,90.32,2026-07-31
TFCILTD,101.0,0.43,38.21,36.38,60.57,0.43,100.0,126,12.86,13.88,40.08,-7.01,89.2,83.0,102.09,60.46,2026-07-31
GLOTTIS,67.01,0.01,19.77,13.75,75.69,-4.69,84.9,126,27.91,20.51,74.93,-26.76,95.2,83.0,73.92,37.0,2026-07-31
AKCAPIT,1693.9,-0.85,0.76,-0.97,10.55,-7.42,38.6,70,13.26,14.32,18.11,7.7,100.0,9.0,1875.0,1484.9,2026-07-31
PNGJL,666.15,-0.6,15.04,18.38,30.63,-8.48,87.3,126,3.17,-0.35,32.32,-11.93,48.2,83.0,736.4,503.0,2026-07-31
DALMIASUG,352.75,-1.36,5.77,4.28,31.44,-12.01,63.2,125,14.24,12.76,54.47,-17.4,67.1,82.0,417.13,264.89,2026-07-31
BANKINDIA,137.22,-0.31,-5.55,-4.39,3.44,-20.03,15.9,126,-5.7,-3.38,7.57,-19.35,26.5,83.0,172.72,130.26,2026-07-31
TAALTECH,3960.0,-0.26,19.76,17.19,49.05,-2.94,90.0,70,30.38,29.84,34.24,27.26,100.0,9.0,4200.0,2616.1,2026-07-31
RPGLIFE,2778.1,-2.53,30.63,32.8,60.87,-7.92,89.7,126,18.47,19.11,56.72,-19.73,80.7,83.0,3082.0,1716.04,2026-07-31
CONCORDBIO,1330.0,-0.03,13.68,13.28,31.85,-3.06,91.3,126,5.5,3.55,29.75,-23.64,60.2,83.0,1399.52,981.13,2026-07-31
GMBREW,900.8,-0.19,-5.67,-5.87,4.3,-14.24,11.9,126,-6.5,-5.93,2.84,-15.28,6.0,83.0,1078.39,860.0,2026-07-31
CANHLIFE,147.13,0.03,2.55,2.47,9.32,-4.84,77.0,126,-2.23,-2.94,7.6,-12.53,24.1,83.0,166.69,132.2,2026-07-31
ORIENTCEM,136.57,-0.71,-3.13,-1.13,11.56,-18.23,40.0,125,-7.3,-8.41,10.19,-22.88,19.5,82.0,168.13,121.85,2026-07-31
IMAGICAA,45.49,-1.28,1.0,-1.19,21.44,-13.29,46.4,125,1.07,-1.71,30.76,-13.32,41.5,82.0,53.5,36.84,2026-07-31
BHARATFORG,2164.7,-0.31,15.9,14.39,51.18,-2.01,94.4,126,18.43,18.09,38.07,0.31,100.0,83.0,2231.23,1378.64,2026-07-31
SAMMAANCAP,160.0,-1.28,3.37,5.32,23.08,-13.18,61.9,126,10.43,9.01,37.22,-6.16,81.9,83.0,192.34,129.0,2026-07-31
SMSPHARMA,374.65,-5.55,-1.77,-2.6,23.63,-14.52,28.0,125,8.72,2.31,40.81,-10.46,56.1,82.0,447.8,298.35,2026-07-31
BORANA,324.25,-1.02,-4.65,-2.36,8.39,-21.94,36.8,125,-6.3,-8.62,23.42,-20.34,23.2,82.0,420.0,293.1,2026-07-31
MOBIKWIK,198.73,-1.63,0.05,-0.29,28.16,-16.0,46.8,126,1.98,3.8,29.06,-26.59,57.8,83.0,243.5,151.46,2026-07-31
GANDHAR,214.93,-6.57,40.88,44.32,85.74,-23.2,93.7,126,21.68,18.39,105.9,-26.25,69.9,83.0,300.37,113.94,2026-07-31
VINCOFE,148.08,-4.54,3.26,2.2,21.03,-10.48,60.3,126,4.2,8.68,29.76,-20.87,56.6,83.0,169.5,120.24,2026-07-31
NSIL,5503.0,-0.39,-2.09,-1.89,16.33,-13.81,33.3,126,-2.7,-3.53,16.19,-18.82,24.1,83.0,6460.0,4700.0,2026-07-31
WELCORP,1655.0,-2.47,53.25,31.08,127.7,-2.47,96.8,126,59.78,64.57,87.89,7.46,100.0,83.0,1700.0,707.65,2026-07-31
ZFSTEERING,663.8,-2.24,-6.27,-5.04,3.35,-22.38,16.9,71,-18.73,-18.52,-15.27,-22.65,0.0,8.0,894.98,620.65,2026-07-31
UNIONBANK,170.4,-0.4,0.23,0.38,10.41,-13.27,54.0,126,-4.02,-4.31,16.5,-17.96,30.1,83.0,199.6,151.73,2026-07-31
WAKEFIT,125.46,-1.58,-13.0,-12.36,10.99,-41.86,23.8,126,-22.4,-21.15,-5.6,-44.34,0.0,83.0,224.0,111.4,2026-07-31
NMDC,85.01,-0.98,0.5,0.12,13.21,-11.48,53.2,126,8.25,10.07,25.2,-7.68,78.3,83.0,97.49,74.55,2026-07-31
PRIVISCL,3563.0,-3.62,12.64,12.57,30.5,-4.74,80.2,126,16.61,17.35,28.25,6.34,100.0,83.0,3774.71,2674.59,2026-07-31
DPABHUSHAN,1341.75,-4.34,26.53,29.4,51.18,-8.85,94.4,125,-8.62,-12.33,33.22,-30.69,20.7,82.0,1548.0,866.1,2026-07-31
KPEL,305.95,-1.59,-4.24,-5.37,23.99,-25.2,34.1,126,15.09,20.41,39.31,-16.85,78.3,83.0,434.0,237.9,2026-07-31
EKC,104.76,-2.29,-7.76,-8.68,15.26,-18.72,8.7,126,4.06,4.99,28.96,-13.64,63.9,83.0,134.0,90.25,2026-07-31
NSLNISP,42.64,-0.98,1.82,0.34,28.43,-18.86,54.0,126,11.03,5.58,36.98,-17.01,84.3,83.0,53.75,33.01,2026-07-31
COCKERILL,8509.0,-1.95,17.79,-2.86,67.29,-17.31,43.7,71,70.21,71.03,73.99,66.34,100.0,7.0,10871.5,5015.25,2026-07-31
RATNAVEER,184.74,-0.68,14.75,13.37,40.7,-7.45,94.4,126,16.42,17.06,39.87,-9.06,94.0,83.0,207.79,130.5,2026-07-31
HATHWAY,10.75,-0.46,-0.1,-1.19,21.2,-11.89,40.5,126,2.34,0.27,31.04,-19.25,51.8,83.0,12.89,8.76,2026-07-31
INDIAGLYCO,1128.35,-1.36,16.68,17.11,38.17,-4.74,89.7,126,12.84,15.15,30.66,-9.69,91.6,83.0,1199.05,804.55,2026-07-31
ARVIND,506.65,-2.07,20.78,27.9,70.45,-13.7,76.2,126,35.46,34.61,73.34,4.86,100.0,83.0,600.0,292.3,2026-07-31
TATAPOWER,375.95,-0.34,-4.31,-3.16,6.54,-18.09,20.6,126,5.77,5.48,32.8,-19.09,68.7,83.0,462.04,346.25,2026-07-31
MWL,35.8,0.28,14.42,2.59,43.75,-5.98,57.9,126,29.01,36.91,49.53,-5.49,88.0,83.0,41.91,24.26,2026-07-31
MAXHEALTH,1124.8,1.21,9.27,9.96,20.95,-2.48,95.2,126,3.46,2.27,22.32,-13.4,56.6,83.0,1167.9,901.4,2026-07-31
TATACAP,360.9,-0.25,9.07,8.51,21.39,-2.06,94.4,126,-0.09,-1.15,21.02,-15.44,48.2,83.0,379.32,295.51,2026-07-31
NILKAMAL,1753.4,-6.26,34.51,37.05,66.92,-9.97,97.6,125,1.4,-3.86,50.08,-16.59,42.7,82.0,1983.5,1034.47,2026-07-31
KIRIINDUS,410.4,0.55,0.73,2.6,21.31,-20.75,63.5,126,-7.24,-7.44,12.75,-35.55,28.9,83.0,525.9,333.8,2026-07-31
DCBBANK,187.55,-2.6,2.96,1.27,19.45,-6.09,65.9,126,1.38,0.83,19.65,-12.3,57.8,83.0,204.74,156.64,2026-07-31
RUPA,161.15,0.04,9.72,7.63,45.6,-8.19,77.8,126,11.01,10.5,52.71,-21.11,72.3,83.0,183.2,109.21,2026-07-31
SHRIRAMPPS,83.9,-2.7,2.79,-0.4,37.25,-13.41,48.4,126,13.56,14.37,44.04,-18.86,86.7,83.0,98.89,60.57,2026-07-31
EASEMYTRIP,6.56,-2.53,-10.91,-10.75,12.14,-31.88,7.1,126,4.2,8.33,26.37,-16.94,59.0,83.0,10.6,5.77,2026-07-31
ANANDRATHI,2039.3,0.21,18.57,14.65,42.34,-5.01,86.5,126,18.47,18.17,31.95,4.55,100.0,83.0,2176.2,1382.29,2026-07-31
IMFA,1375.2,0.73,1.47,0.61,19.27,-16.4,52.4,126,10.97,10.46,43.88,-17.61,81.9,83.0,1670.79,1110.05,2026-07-31
SHYAMMETL,1022.3,-1.09,14.81,15.53,34.49,-3.63,90.5,126,13.53,16.25,28.93,-6.55,91.6,83.0,1088.11,744.71,2026-07-31
ANTHEM,784.4,-0.71,8.83,4.39,32.73,-4.1,90.5,126,14.79,16.14,30.71,1.5,100.0,83.0,823.5,577.64,2026-07-31
BEL,384.9,-0.68,-9.72,-10.03,-0.68,-17.84,0.0,126,-2.46,-3.0,13.28,-12.86,31.3,83.0,473.45,382.2,2026-07-31
KUANTUM,78.17,0.83,-1.65,-0.05,18.62,-19.93,49.6,125,-7.03,-8.93,15.13,-22.63,15.9,82.0,99.95,65.01,2026-07-31
ARIHANTCAP,77.34,0.97,8.02,8.92,32.91,-8.38,83.3,126,-4.63,-8.16,18.27,-32.85,39.8,83.0,87.75,56.97,2026-07-31
FIVESTAR,551.0,-2.74,22.68,22.49,59.23,-3.07,95.2,125,12.57,8.31,55.16,-32.66,79.3,82.0,573.52,336.93,2026-07-31
DELHIVERY,468.3,-0.36,3.7,3.34,16.71,-9.99,75.4,126,9.36,8.9,22.66,0.27,100.0,83.0,524.0,392.45,2026-07-31
HLVLTD,7.06,-0.84,-10.12,-9.95,23.43,-21.99,7.2,125,-1.29,0.5,34.79,-25.73,53.7,82.0,9.7,5.6,2026-07-31
MAITHANALL,963.2,-1.65,-2.1,-3.2,16.97,-15.23,29.4,126,2.81,0.19,30.24,-13.14,50.6,83.0,1210.1,821.6,2026-07-31
ENTERO,1243.0,1.7,6.9,5.3,24.15,-8.23,86.4,125,4.64,4.02,27.06,-11.26,73.2,82.0,1390.0,986.5,2026-07-31
